pmcid,pmid,citation_count,doi,publication_date,journal,volume,issue,pages,figure_count,table_count,reference_count,keyword_count,funding_sources
PMC11053165,38671027,2024,10.1038/s41526-024-00392-6,2024 Apr 26,NPJ Microgravity,10,,49,9,0,0,15,
PMC7326050,32670208,93350089,10.3389/fmicb.2020.00931,2020 May 21,Frontiers in Microbiology,11,,931,3,3,0,15,
PMC4507784,26136267,8600,10.1093/jxb/erv316,2015 Jul 1,Journal of Experimental Botany,66,15,4835,6,0,0,15,
PMC4960141,25599862,8600,10.1007/s10616-015-9843-3,2015 Jan 20,Cytotechnology,68,4,921,7,3,0,15,
PMC10472590,37662183,1994,10.3389/fpls.2023.1267183,2023 Aug 17,Frontiers in Plant Science,14,,1267183,0,0,0,0,
PMC6746706,31527661,57,10.1038/s41598-019-49453-x,2019 Sep 16,Scientific Reports,9,,13304,5,0,0,15,
PMC3166430,21756981,2011,10.1016/j.neuroscience.2011.06.070,2011 Jul 1,Neuroscience,192,,361,5,0,0,15,
PMC6289879,30218537,8600,10.1111/tpj.14091,2018 Oct 23,The Plant journal : for cell and molecular biology,96,6,1106,6,0,0,15,
PMC5864415,29577086,8600,10.1128/mSystems.00218-17,2018 Mar 13,mSystems,3,3,e00218-17,4,0,0,15,
PMC5485990,28561779,8600,10.3390/ijms18061166,2017 May 31,International Journal of Molecular Sciences,18,6,1166,2,2,0,15,
PMC8513672,33793057,8600,10.1111/apha.13656,2021 Apr 9,"Acta physiologica (Oxford, England)",232,4,e13656,4,0,0,0,
PMC8269219,33947809,8600,10.1128/mSystems.00273-21,2021 May 4,mSystems,6,3,e00273-21,0,0,0,0,
PMC6813909,31445224,50,10.1016/j.bone.2019.115043,2019 Aug 21,Bone,128,,115043,4,0,0,15,
PMC4653813,24292610,6,,2013 Dec,Journal of musculoskeletal & neuronal interactions,13,4,405,6,0,0,0,
PMC7264257,32528506,2015,10.3389/fpls.2020.00656,2020 May 26,Frontiers in Plant Science,11,,656,6,10,0,15,
PMC11167063,38862827,2,10.1038/s42003-024-06014-x,2024 Jun 11,Communications Biology,7,,698,3,0,0,15,
PMC6048781,29802213,8600,10.1105/tpc.18.00316,2018 May 25,The Plant Cell,30,6,1173,2,0,0,0,
PMC5666834,29035346,8600,10.3390/ijms18102153,2017 Oct 16,International Journal of Molecular Sciences,18,10,2153,1,0,0,15,
PMC5391430,28408692,8600,10.1128/genomeA.01602-16,2017 Apr 13,Genome Announcements,5,15,e01602-16,0,1,0,15,
PMC6251167,30466389,8600,10.1186/s12866-018-1325-2,2018 Nov 23,BMC Microbiology,18,,175,4,2,0,0,NASA; OPP1151054
PMC6069985,30064382,8600,10.1186/s12864-018-4948-7,2018 Jul 31,BMC Genomics,19,,562,6,0,0,0,NIH; EPS-0814251; IIA-1330446; GM103446; NSF; NASA
PMC8131644,34006989,8600,10.1038/s41598-021-90010-2,2021 May 18,Scientific Reports,11,,10469,6,1,0,15,
PMC8739323,34993644,2021,10.1007/s00792-021-01253-w,2022 Jan 6,Extremophiles,26,1,7,2,1,0,15,
PMC6165321,30154332,8600,10.3390/ijms19092546,2018 Aug 28,International Journal of Molecular Sciences,19,9,2546,6,3,0,15,
PMC3337602,22570786,100,10.1155/2012/481983,2012 Apr 18,Journal of Aging Research,2012,,481983,3,0,0,15,
PMC6091969,30071103,8600,10.1371/journal.ppat.1007229,2018 Aug 2,PLoS Pathogens,14,8,e1007229,10,2,0,15,NIH; NASA
PMC9953463,36830740,57,10.3390/biom13020371,2023 Feb 15,Biomolecules,13,2,371,7,1,0,15,NASA
PMC7610290,32938754,2020,10.1105/tpc.20.00453,2020 Sep 15,The Plant Cell,32,11,3425,6,0,0,15,
PMC3002170,21103921,1,10.1007/s10552-010-9684-5,2010 Nov 20,Cancer Causes & Control,22,1,141,2,3,0,0,
PMC7607443,33163940,1,10.1016/j.isci.2020.101686,2020 Oct 15,iScience,23,11,101686,5,0,0,0,
PMC9241228,35765106,1,10.1186/s40168-022-01293-0,2022 Jun 29,Microbiome,10,,100,11,2,0,0,NASA
PMC6908503,31867033,1,10.3389/fpls.2019.01577,2019 Dec 6,Frontiers in Plant Science,10,,1577,6,0,0,15,NASA
PMC11166646,38862469,120,10.1038/s41467-023-41995-z,2024 Jun 11,Nature Communications,15,,4814,6,0,0,15,
PMC6131065,29984852,8600,10.1111/eos.12541,2018 Jul 9,European journal of oral sciences,126,5,373,6,1,0,15,
PMC4169763,24658222,8600,10.1249/MSS.0000000000000342,2014 Nov,Medicine and science in sports and exercise,46,11,2107,3,1,0,0,
PMC8468678,34575109,2,10.3390/life11090960,2021 Sep 13,Life,11,9,960,2,1,0,15,
PMC7555395,32927618,6,10.3390/life10090187,2020 Sep 10,Life,10,9,187,5,5,0,15,JPMXS0430300120; JAXA; NASA
PMC8475764,34589093,4,10.3389/fpls.2021.691790,2021 Sep 13,Frontiers in Plant Science,12,,691790,12,0,0,15,
PMC4469364,25981775,8600,10.1007/978-1-4939-2697-8_13,2015-01-01,"Methods in molecular biology (Clifton, N.J.)",1309,,151,5,0,0,15,
PMC3558598,23306065,8600,10.1016/j.ijmm.2012.12.002,2013 Jan 8,International journal of medical microbiology : IJMM,303,1,40,6,4,0,15,
PMC5415411,27943485,8600,10.1111/tpj.13449,2017 Mar 10,The Plant journal : for cell and molecular biology,90,4,671,2,0,0,0,
PMC7907224,33665238,8600,10.1016/j.bonr.2021.100755,2021 Feb 14,Bone Reports,14,,100755,2,1,0,15,
PMC10628120,37932283,16,10.1038/s41598-023-44172-w,2023 Nov 6,Scientific Reports,13,,19207,6,8,0,15,
PMC3350920,22378945,14,10.1093/jxb/ers022,2012 Feb 29,Journal of Experimental Botany,63,8,3061,6,0,0,15,
PMC3774184,20522735,10,10.1152/japplphysiol.00014.2009,2010 Jun 3,Journal of Applied Physiology,109,2,350,3,4,0,15,
PMC4211383,25389428,8600,10.3389/fpls.2014.00563,2014 Oct 28,Frontiers in Plant Science,5,,563,3,0,0,15,
PMC10030976,36944638,2023,10.1038/s41467-023-37070-2,2023 Mar 21,Nature Communications,14,,1391,2,0,0,15,
PMC6706399,31453318,0,10.1038/s41526-019-0080-5,2019 Aug 22,NPJ Microgravity,5,,20,4,0,0,15,
PMC5587110,28877184,8600,10.1371/journal.pone.0183480,2017 Sep 6,PLoS ONE,12,9,e0183480,5,3,0,15,NASA
PMC9116463,30611835,21,10.1016/j.fgb.2019.01.001,2019 Jan 3,Fungal genetics and biology : FG & B,124,,39,1,3,0,15,
PMC7954810,33712627,8600,10.1038/s41526-021-00139-7,2021 Mar 12,NPJ Microgravity,7,,11,6,1,0,15,
PMC10138634,37108526,57,10.3390/ijms24087362,2023 Apr 17,International Journal of Molecular Sciences,24,8,7362,10,1,0,15,NASA
PMC6057834,29892747,8600,10.1039/c8lc00103k,2018 Jul 24,Lab on a chip,18,15,2187,12,4,0,15,
PMC10715203,37966203,10,10.1128/spectrum.01897-23,2023 Nov 15,Microbiology Spectrum,11,6,e01897-23,6,0,0,15,
PMC5955502,29768411,8600,10.1371/journal.pone.0192643,2018 May 16,PLoS ONE,13,5,e0192643,7,2,0,15,Roscosmos; NASA
PMC6452512,30955503,14,10.1186/s40168-019-0666-x,2019 Apr 8,Microbiome,7,,50,7,1,0,0,NASA
PMC9695138,36362962,1,10.3390/life12111809,2022 Nov 7,Life,12,11,1809,4,0,0,15,NASA
PMC6876156,31685639,2019,10.1073/pnas.1909210116,2019 Nov 4,Proceedings of the National Academy of Sciences of the United States of America,116,47,23829,7,0,0,15,
PMC4033213,24904606,8600,10.3389/fpls.2014.00206,2014 May 20,Frontiers in Plant Science,5,,206,4,2,0,15,
PMC11302229,38980017,16,10.1128/spectrum.00169-24,2024 Jul 9,Microbiology Spectrum,12,8,e00169-24,4,2,0,15,
PMC5672023,29163058,3,10.3389/fncel.2017.00348,2017 Nov 1,Frontiers in Cellular Neuroscience,11,,348,13,1,0,15,
PMC11969330,40181784,30,10.1039/d4lc01090f,2025 Apr 4,Lab on a Chip,25,14,3430,7,0,0,15,
PMC11942576,40141326,50,10.3390/ijms26062685,2025 Mar 17,International Journal of Molecular Sciences,26,6,2685,9,0,0,15,CSIAF-202402
PMC3659353,23457215,8600,10.1096/fj.12-222687,2013 Jun,The FASEB Journal,27,6,2282,8,5,0,15,
PMC4064004,23698585,8600,10.1038/nrm3588,2013 Jun,Nature reviews. Molecular cell biology,14,6,382,4,0,0,15,
PMC4337661,25645569,8600,10.1111/joa.12277,2015 Feb 2,Journal of Anatomy,226,3,224,2,0,0,15,
PMC8421509,34489467,2021,10.1038/s41522-021-00240-5,2021 Sep 6,NPJ Biofilms and Microbiomes,7,,70,9,1,0,15,
PMC11403809,39283686,30,10.1093/gigascience/giae066,2024 Sep 16,GigaScience,13,,giae066,0,0,0,15,NASA
PMC5460263,28649632,8600,10.1038/s41526-017-0011-2,2017 Feb 28,NPJ Microgravity,3,,10,8,0,0,15,
PMC6062551,30062101,8600,10.1038/s41526-018-0048-x,2018 Jul 26,NPJ Microgravity,4,,13,6,0,0,15,
PMC5600826,28330827,8600,10.1016/j.ijdevneu.2017.03.007,2017 Mar 19,International journal of developmental neuroscience : the official journal of the International Society for Developmental Neuroscience,62,,56,2,0,0,15,
PMC3890248,24432200,8600,10.2174/18776116112029990011,2013 Jun 1,Recent patents on space technology,3,1,40,9,1,0,15,
PMC6321533,30567358,12,10.3390/ijms19124106,2018 Dec 18,International Journal of Molecular Sciences,19,12,4106,4,2,0,15,NASA
PMC5761896,29320559,8600,10.1371/journal.pone.0190982,2018 Jan 10,PLoS ONE,13,1,e0190982,7,1,0,15,NIH; NASA; GM103418
PMC4085587,25006354,8600,10.2174/1874285801408010051,2014 Jun 13,The Open Microbiology Journal,8,,51,6,1,0,15,
PMC7324008,27680492,5,10.1002/jnr.23958,2016 Sep 28,Journal of neuroscience research,94,12,1434,14,2,0,15,
PMC4035928,24706854,8600,10.1073/pnas.1319955111,2014 Mar 24,Proceedings of the National Academy of Sciences of the United States of America,111,17,6497,4,3,0,15,
PMC4411111,25915922,8600,10.1371/journal.pone.0125621,2015 Apr 27,PLoS ONE,10,4,e0125621,6,0,0,15,NSF; MCB-1244354
PMC3422896,22934100,14,10.3389/fpls.2012.00190,2012 Aug 20,Frontiers in Plant Science,3,,190,6,0,0,15,
PMC8012687,33815472,8600,10.3389/fgene.2021.638708,2021 Mar 18,Frontiers in Genetics,12,,638708,5,2,0,15,
PMC9287483,35856037,2022,10.1016/j.isci.2022.104687,2022 Jun 30,iScience,25,8,104687,4,5,0,0,
PMC4095884,25024843,8600,10.1186/2044-5040-4-13,2014 Jul 1,Skeletal Muscle,4,,13,6,0,0,0,
PMC6985101,31988426,2019,10.1038/s41598-020-58490-w,2020 Jan 27,Scientific Reports,10,,1517,0,0,0,0,
PMC11833055,39962314,2025,10.1038/s41598-025-90212-y,2025 Feb 17,Scientific Reports,15,,5731,6,1,0,15,
PMC4653058,26276131,8600,10.1096/fj.15-277392,2015 Aug 14,The FASEB Journal,29,12,4893,5,1,0,15,
PMC7190111,32348348,1,10.1371/journal.pone.0231838,2020 Apr 29,PLoS ONE,15,4,e0231838,6,2,0,15,NASA
PMC5958250,29773617,8600,10.1128/genomeA.00326-18,2018 May 17,Genome Announcements,6,20,e00326-18,0,0,0,10,
PMC4116675,24913916,8600,10.1111/mmi.12665,2014 Jul 6,Molecular microbiology,93,3,415,6,0,0,0,
PMC7162976,32300161,1,10.1038/s41598-020-63404-x,2020 Apr 16,Scientific Reports,10,,6484,6,1,0,15,
PMC11233762,38989048,1,10.3389/fphys.2024.1417719,2024 Jun 26,Frontiers in Physiology,15,,1417719,11,0,0,15,
PMC6447593,30963109,3,10.1038/s41526-019-0070-7,2019 Apr 3,NPJ Microgravity,5,,9,2,0,0,15,
PMC7067979,32210992,24,10.3389/fpls.2020.00199,2020 Mar 6,Frontiers in Plant Science,11,,199,5,8,0,15,
PMC5504618,28693587,8600,10.1186/s40168-017-0280-8,2017 Jul 11,Microbiome,5,,62,8,2,0,0,
PMC9856674,36672205,75,10.3390/cells12020270,2023 Jan 10,Cells,12,2,270,5,2,0,15,NIH; EPS-0814251; IIA-1330446; GM103446; NSF; NASA
PMC6126739,30104351,8600,10.1073/pnas.1807763115,2018 Aug 13,Proceedings of the National Academy of Sciences of the United States of America,115,35,E8305,4,0,0,15,
PMC3901686,24475130,8600,10.1371/journal.pone.0086485,2014 Jan 24,PLoS ONE,9,1,e86485,6,2,0,15,
PMC8067245,33801697,8600,10.3390/life11040283,2021 Mar 27,Life,11,4,283,8,3,0,15,NASA
PMC4118556,23165526,8600,10.1002/jbmr.1814,2013 Apr,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,28,4,875,7,3,0,15,
PMC9743659,36503581,20,10.1186/s40168-022-01358-0,2022 Dec 12,Microbiome,10,,210,6,1,0,0,NASA; OPP1151054
PMC8904044,35258334,1,10.1128/aem.02422-21,2022 Mar 8,Applied and Environmental Microbiology,88,5,e02422-21,7,2,0,15,
PMC11492218,39418011,168,10.1177/19160216241288811,2024 Oct 17,Journal of Otolaryngology - Head & Neck Surgery,53,,19160216241288811,3,3,0,0,
PMC5026642,27534381,8600,10.1016/j.exger.2016.08.006,2016 Aug 14,Experimental gerontology,83,,148,4,0,0,15,
PMC9098553,35552509,11,10.1038/s42003-022-03334-8,2022 May 12,Communications Biology,5,,382,4,0,0,15,
PMC6204695,30181350,8600,10.1128/IAI.00282-18,2018 Oct 25,Infection and Immunity,86,11,e00282-18,1,0,0,15,
PMC11850895,39994230,3,10.1038/s41467-025-57239-1,2025 Feb 24,Nature Communications,16,,1915,4,0,0,15,
PMC6747492,31443374,21,10.3390/ijms20174094,2019 Aug 22,International Journal of Molecular Sciences,20,17,4094,5,3,0,15,NIH; NASA
PMC11357997,38862026,1,10.1038/s41586-024-07648-x,2024 Jun 11,Nature,632,8027,1155,15,0,0,15,
PMC7561690,33060271,10,10.1128/MRA.00923-20,2020 Oct 15,Microbiology Resource Announcements,9,42,e00923-20,0,1,0,15,
PMC11941215,40136666,37,10.3390/cells14060417,2025 Mar 12,Cells,14,6,417,4,0,0,15,NASA
PMC8716943,34975959,2021,10.3389/fpls.2021.777119,2021 Dec 16,Frontiers in Plant Science,12,,777119,1,2,0,15,
PMC6615562,31121355,2,10.1016/j.bone.2019.05.024,2019 May 20,Bone,125,,160,6,0,0,15,
PMC9105288,35567192,1,10.3390/plants11091191,2022 Apr 28,Plants,11,9,1191,8,1,0,15,NASA
PMC7012842,32047211,1,10.1038/s41598-020-58898-4,2020 Feb 11,Scientific Reports,10,,2336,8,1,0,15,
PMC4349987,25587034,2,10.1074/mcp.M114.042697,2015 Jan 13,Molecular & Cellular Proteomics : MCP,14,3,686,7,1,0,15,
PMC12021249,40273127,2025,10.1371/journal.pone.0318143,2025 Apr 24,PLOS One,20,4,e0318143,7,0,0,15,
PMC6590338,31303983,2012,10.1039/c9md00054b,2019 Apr 26,MedChemComm,10,6,840,29,5,0,15,
PMC3962621,24477538,8600,10.1152/ajpregu.00371.2013,2014 Jan 29,"American Journal of Physiology - Regulatory, Integrative and Comparative Physiology",306,7,R470,10,0,0,15,
PMC10503492,36070701,1,10.1016/j.celrep.2022.111279,2022 Sep 6,Cell reports,40,10,111279,6,1,0,0,
PMC10342025,37446313,2,10.3390/ijms241311135,2023 Jul 6,International Journal of Molecular Sciences,24,13,11135,7,1,0,15,NASA
PMC11988970,40243802,3,10.3390/ijms26073094,2025 Mar 27,International Journal of Molecular Sciences,26,7,3094,10,0,0,15,
PMC11166648,38862496,4,10.1038/s41467-024-48929-3,2024 Jun 11,Nature Communications,15,,4950,5,0,0,15,
PMC3044105,21306641,2,10.1186/1749-799X-6-8,2011 Feb 9,Journal of Orthopaedic Surgery and Research,6,,8,4,3,0,0,
